Label,Title,Artist,Album,Genre,Year,Format,Notes
Reprise Records (2RS 5373),My Way,Frank Sinatra,Portrait Of Sinatra: Forty Songs From The Life Of A Man,Jazz,1977,"Vinyl (LP, Compilation)",
Decca (16BB 223/232),Finlandia,Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),Casanova - Nuns' Chorus,Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),Cavalleria Rusticana - Intermezo,Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),Der Obersteiger - Don't Be Cross,Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),"Symphony No. 6 ""Pastoral - Shepherds' Thanksgiving After The Storm""",Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),"Piano Sonata No. 14 ""Moonlight"" - Adagio",Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),Nabucco - Chorus Of The Hebrew Slaves,Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),Violin Concerto No. 1 - Adagio,Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),"Cantata No. 147 - Jesu, Joy Of Man's Desiring",Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),Enigma Variations - Nimrod,Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),Hebrides Overture - Fingal's Cave,Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),Miserere - Abridged,Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),Cantata No. 208 - Sheep May Safely Graze,Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),Elizabeth Serenade,Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),1812 Overture - End,Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),The Blue Danube,Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),Thaïs—Meditation,Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),"Toccata—From Organ Symphony No. 5, Op. 42",Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),Largo—From Xerxes,Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),Turandot—None Shall Sleep (Nessun Dorma),Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),William Tell Overture-Finale,Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),Symphony No 9. In E Minor 'From The New World',Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),Tales From The Vienna Woods-Waltz Op. 325,Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),Blow The Wind Southerly,Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),Water Music Suite-Finale,Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),Pomp And Circumstance March No. 1 (Land Of Hope And Glory),Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),All In The April Evening,Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),"Horn Concerto No. 4, K. 495 3rd Movement, Rondo",Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),Clair De Lune—From Suite Bergamasque,Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),The Gondoliers - Selection,Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),Tannhauser Overture - Excerpt,Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),Peer Gynt - Morning,Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),Serenata No. 1,Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),Swan Lake - Scene And Dance Of The Little Swans,Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),Liebestraum No. 3 In A Flat,Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),Invitation To The Dance Op. 65 (Le Spectre De La Rose),Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),The Marriage Of Figaro - Overture,Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),Ave Maria,Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),"Symphony No. 8 In B Minor - ""Unfinished"" 1st Movement",Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),Roses From The South - Waltz,Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),Symphony No. 5: 1st Mvt.,Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),The Lost Chord,Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),The Skaters Waltz,Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),Jerusalem,Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),Capriccio Italien,Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),Piano Concerto No. 2: 1st Movement,Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),Messiah - I Know That My Redeemer Liveth,Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),Suite No. 3 - Air On The G String,Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),Rusalka - O Silver Moon,Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),Trumpet Voluntary,Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),"Eine Kleine Nachtmusik, K. 525 - 1st Mvt.",Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),Cavalleria Rusticana - Easter Hymn,Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),Fantasia On Greensleeves,Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),The Tales Of Hoffmann. Barcarolle,Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),Toccata And Fugue In D Minor,Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),The Arrival Of The Queen Of Sheba,Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),Elijah - O Rest In The Lord,Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),Symphony No. 7 In A . 2nd Movement,Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),Abide With Me,Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),The Nutcracker: Dance Of The Super Plum Fairy & Waltz Of The Flowers,Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),Karelia Suite - Alla Marcia No. 80,Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),Hear My Prayer - O For The Wings Of Dove No. 65,Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),"Symphony No. 6 In B Minor, Op. 74 ""Pathetique"" - 1st Movement (Excerpt)",Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),Orfeo Ed Euridice - What Is Life To Me Without Thee? No. 73,Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),"Piano Concerto No.5 In E Flat Major, Op. 73 ""Emperor"" 3rd Movement, No. 51",Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),"Hungarian Rhapsody No.2, No. 67",Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),La Gioconda - Dance Of The Hours No. 71,Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),Solemn Melody No. 53,Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),"The Lord's Prayer, No. 66",Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),"Messiah - Hallelujah Chorus, No. 43",Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),Aida-Grand March (Gloria All 'Egitto) (No. 59),Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),Rosamunde-Overture (Abridged) (No. 82),Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),Madama Butterfly - One Fine Day (Un Bel Di) (No. 75),Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),In A Monastery Garden (No. 92),Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),My Love Is Like A Red Red Rose,Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),Bolero (Excerpt) (No. 85),Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),"Piano Concerto No. 1 In B Flat Minor, Op. 23 (No. 62) - 1st Mvt., Allegro Non Troppo E Molto Maestoso (Excerpt)",Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),"Symphony No. 9 In D Minor, Op. 125 ""Choral"" (No. 74) - 4th Mvt., Finale (Excerpt)",Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),Prelude A L'Apres-Midi D'Un Faune (No. 98),Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),The Holy City (No. 68),Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),The Thieving Magpie (La Gazza Ladra) - Overture (No. 90),Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),Smele - Where'er You Walk (No. 87),Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),Andante Cantabile (From String Quartet No.1) (No. 95),Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),Ave Maria (No. 57),Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),Faust - Ballet Music (No. 89) (Mirror Variations & Phryne's Dance),Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),"Symphony No.4 In A Major, Op.90 ""Italien"" (No, 90) (1st Movement: Allegro Vivace)",Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),Samson & Delilah - Softly Awakes My Heart (Mon Coeur S'ouvre A Ta Voix) (No. 81),Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),"Bagatelle, ""Für Elise"" (No. 96)",Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),The Immortal Hour - Faery Song (No. 93),Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),"Piano Concerto In A Minor, Op 18 (No. 77) (3rd Movement: Allegro Moderato Molto E Marcato)",Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),Londonderry Air,Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),Romeo And Juliet Fantasy Overture (Love Theme),Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),Ptolemy - Silent Worship (Did You Not Hear My Lady),Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),Violin Concerto 2nd Mvt.,Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),Prince Igor - Polovtsian Dances,Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),Die Walküre - The Ride Of The Valkyries,Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),Lemminkäinen Legends - The Swan Of Tuonela,Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),The Lord's My Shepherd - Crimond (Pslam 23),Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),The Russian Creed. Op. 29 No. 8,Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
Decca (16BB 223/232),Warsaw Concerto,Various,Your Hundred Best Tunes,Classical,1975,Vinyl (LP),
K-Tel (NA591),Hooked On Swing Medley Part I,The Kings Of Swing Orchestra,"Hooked On Swing, The Album",Jazz,1982,Vinyl (LP),
K-Tel (NA591),In The Mood,The Kings Of Swing Orchestra,"Hooked On Swing, The Album",Jazz,1982,Vinyl (LP),
K-Tel (NA591),I've Got My Love To Keep Me Warm,The Kings Of Swing Orchestra,"Hooked On Swing, The Album",Jazz,1982,Vinyl (LP),
K-Tel (NA591),Lullaby Of Birdland,The Kings Of Swing Orchestra,"Hooked On Swing, The Album",Jazz,1982,Vinyl (LP),
K-Tel (NA591),Sweet Georgia Brown,The Kings Of Swing Orchestra,"Hooked On Swing, The Album",Jazz,1982,Vinyl (LP),
K-Tel (NA591),Bye Bye Blackbird,The Kings Of Swing Orchestra,"Hooked On Swing, The Album",Jazz,1982,Vinyl (LP),
K-Tel (NA591),American Patrol,The Kings Of Swing Orchestra,"Hooked On Swing, The Album",Jazz,1982,Vinyl (LP),
K-Tel (NA591),The Preacher,The Kings Of Swing Orchestra,"Hooked On Swing, The Album",Jazz,1982,Vinyl (LP),
K-Tel (NA591),Cherokee,The Kings Of Swing Orchestra,"Hooked On Swing, The Album",Jazz,1982,Vinyl (LP),
K-Tel (NA591),Johnson Rag,The Kings Of Swing Orchestra,"Hooked On Swing, The Album",Jazz,1982,Vinyl (LP),
K-Tel (NA591),Caravan,The Kings Of Swing Orchestra,"Hooked On Swing, The Album",Jazz,1982,Vinyl (LP),
K-Tel (NA591),Christopher Columbus,The Kings Of Swing Orchestra,"Hooked On Swing, The Album",Jazz,1982,Vinyl (LP),
K-Tel (NA591),String Of Pearls,The Kings Of Swing Orchestra,"Hooked On Swing, The Album",Jazz,1982,Vinyl (LP),
K-Tel (NA591),Take The 'A' Train,The Kings Of Swing Orchestra,"Hooked On Swing, The Album",Jazz,1982,Vinyl (LP),
K-Tel (NA591),Down By The Riverside,The Kings Of Swing Orchestra,"Hooked On Swing, The Album",Jazz,1982,Vinyl (LP),
K-Tel (NA591),Opus One,The Kings Of Swing Orchestra,"Hooked On Swing, The Album",Jazz,1982,Vinyl (LP),
K-Tel (NA591),In The Mood (Reprise),The Kings Of Swing Orchestra,"Hooked On Swing, The Album",Jazz,1982,Vinyl (LP),
K-Tel (NA591),Hooked On Sinatra Medley,The Kings Of Swing Orchestra,"Hooked On Swing, The Album",Jazz,1982,Vinyl (LP),
K-Tel (NA591),I've Got You Under My Skin,The Kings Of Swing Orchestra,"Hooked On Swing, The Album",Jazz,1982,Vinyl (LP),
K-Tel (NA591),Saturday Nights Is The Loneliest Night Of The Week,The Kings Of Swing Orchestra,"Hooked On Swing, The Album",Jazz,1982,Vinyl (LP),
K-Tel (NA591),Day In - Day Out,The Kings Of Swing Orchestra,"Hooked On Swing, The Album",Jazz,1982,Vinyl (LP),
K-Tel (NA591),High Hopes,The Kings Of Swing Orchestra,"Hooked On Swing, The Album",Jazz,1982,Vinyl (LP),
K-Tel (NA591),Just One Of Those Things,The Kings Of Swing Orchestra,"Hooked On Swing, The Album",Jazz,1982,Vinyl (LP),
K-Tel (NA591),Come Fly With Me,The Kings Of Swing Orchestra,"Hooked On Swing, The Album",Jazz,1982,Vinyl (LP),
K-Tel (NA591),Witchcraft,The Kings Of Swing Orchestra,"Hooked On Swing, The Album",Jazz,1982,Vinyl (LP),
K-Tel (NA591),All Of Me,The Kings Of Swing Orchestra,"Hooked On Swing, The Album",Jazz,1982,Vinyl (LP),
K-Tel (NA591),Big Bad Leroy Brown,The Kings Of Swing Orchestra,"Hooked On Swing, The Album",Jazz,1982,Vinyl (LP),
K-Tel (NA591),Chicago,The Kings Of Swing Orchestra,"Hooked On Swing, The Album",Jazz,1982,Vinyl (LP),
K-Tel (NA591),My Kind Of Town,The Kings Of Swing Orchestra,"Hooked On Swing, The Album",Jazz,1982,Vinyl (LP),
K-Tel (NA591),New York/New York,The Kings Of Swing Orchestra,"Hooked On Swing, The Album",Jazz,1982,Vinyl (LP),
K-Tel (NA591),Hooked On Love Medley,The Kings Of Swing Orchestra,"Hooked On Swing, The Album",Jazz,1982,Vinyl (LP),
K-Tel (NA591),Serenade In Blue,The Kings Of Swing Orchestra,"Hooked On Swing, The Album",Jazz,1982,Vinyl (LP),
K-Tel (NA591),As Time Goes By,The Kings Of Swing Orchestra,"Hooked On Swing, The Album",Jazz,1982,Vinyl (LP),
K-Tel (NA591),Stranger On The Shore,The Kings Of Swing Orchestra,"Hooked On Swing, The Album",Jazz,1982,Vinyl (LP),
K-Tel (NA591),Blue Moon,The Kings Of Swing Orchestra,"Hooked On Swing, The Album",Jazz,1982,Vinyl (LP),
K-Tel (NA591),Misty,The Kings Of Swing Orchestra,"Hooked On Swing, The Album",Jazz,1982,Vinyl (LP),
K-Tel (NA591),Sentimental Journey,The Kings Of Swing Orchestra,"Hooked On Swing, The Album",Jazz,1982,Vinyl (LP),
K-Tel (NA591),You Made Me Love You,The Kings Of Swing Orchestra,"Hooked On Swing, The Album",Jazz,1982,Vinyl (LP),
K-Tel (NA591),Hooked On Shows Medley,The Kings Of Swing Orchestra,"Hooked On Swing, The Album",Jazz,1982,Vinyl (LP),
K-Tel (NA591),Hello Dolly,The Kings Of Swing Orchestra,"Hooked On Swing, The Album",Jazz,1982,Vinyl (LP),
K-Tel (NA591),The Last Time I Saw Paris,The Kings Of Swing Orchestra,"Hooked On Swing, The Album",Jazz,1982,Vinyl (LP),
K-Tel (NA591),S' Wonderful S' Marvelous,The Kings Of Swing Orchestra,"Hooked On Swing, The Album",Jazz,1982,Vinyl (LP),
K-Tel (NA591),It's De Lovely,The Kings Of Swing Orchestra,"Hooked On Swing, The Album",Jazz,1982,Vinyl (LP),
K-Tel (NA591),Mame,The Kings Of Swing Orchestra,"Hooked On Swing, The Album",Jazz,1982,Vinyl (LP),
K-Tel (NA591),Lullaby Of Broadway,The Kings Of Swing Orchestra,"Hooked On Swing, The Album",Jazz,1982,Vinyl (LP),
K-Tel (NA591),Broadway,The Kings Of Swing Orchestra,"Hooked On Swing, The Album",Jazz,1982,Vinyl (LP),
K-Tel (NA591),Get Me To The Church On Time,The Kings Of Swing Orchestra,"Hooked On Swing, The Album",Jazz,1982,Vinyl (LP),
K-Tel (NA591),I Feel Pretty,The Kings Of Swing Orchestra,"Hooked On Swing, The Album",Jazz,1982,Vinyl (LP),
K-Tel (NA591),On The Street Where You Live,The Kings Of Swing Orchestra,"Hooked On Swing, The Album",Jazz,1982,Vinyl (LP),
K-Tel (NA591),Hello Dolly (Reprise),The Kings Of Swing Orchestra,"Hooked On Swing, The Album",Jazz,1982,Vinyl (LP),
K-Tel (NA591),Hooked On Swing Medley Part II,The Kings Of Swing Orchestra,"Hooked On Swing, The Album",Jazz,1982,Vinyl (LP),
K-Tel (NA591),Chattanooga Choo Choo,The Kings Of Swing Orchestra,"Hooked On Swing, The Album",Jazz,1982,Vinyl (LP),
K-Tel (NA591),Fascinating Rhythm,The Kings Of Swing Orchestra,"Hooked On Swing, The Album",Jazz,1982,Vinyl (LP),
K-Tel (NA591),Crazy Rhythm,The Kings Of Swing Orchestra,"Hooked On Swing, The Album",Jazz,1982,Vinyl (LP),
K-Tel (NA591),Little Brown Jug,The Kings Of Swing Orchestra,"Hooked On Swing, The Album",Jazz,1982,Vinyl (LP),
K-Tel (NA591),Stomping At The Savoy,The Kings Of Swing Orchestra,"Hooked On Swing, The Album",Jazz,1982,Vinyl (LP),
K-Tel (NA591),I've Got A Gal In Kalamazoo,The Kings Of Swing Orchestra,"Hooked On Swing, The Album",Jazz,1982,Vinyl (LP),
K-Tel (NA591),What Is This Thing Called Love?,The Kings Of Swing Orchestra,"Hooked On Swing, The Album",Jazz,1982,Vinyl (LP),
K-Tel (NA591),Don't Sit Under The Apple Tree,The Kings Of Swing Orchestra,"Hooked On Swing, The Album",Jazz,1982,Vinyl (LP),
K-Tel (NA591),Eager Beaver,The Kings Of Swing Orchestra,"Hooked On Swing, The Album",Jazz,1982,Vinyl (LP),
K-Tel (NA591),Perdido,The Kings Of Swing Orchestra,"Hooked On Swing, The Album",Jazz,1982,Vinyl (LP),
K-Tel (NA591),Intermission Riff,The Kings Of Swing Orchestra,"Hooked On Swing, The Album",Jazz,1982,Vinyl (LP),
K-Tel (NA591),Birdland,The Kings Of Swing Orchestra,"Hooked On Swing, The Album",Jazz,1982,Vinyl (LP),
K-Tel (NA591),C-Jam Blues,The Kings Of Swing Orchestra,"Hooked On Swing, The Album",Jazz,1982,Vinyl (LP),
K-Tel (NA591),Chattanooga Choo Choo (Reprise),The Kings Of Swing Orchestra,"Hooked On Swing, The Album",Jazz,1982,Vinyl (LP),
K-Tel (NA591),Hooked On Bands Medley,The Kings Of Swing Orchestra,"Hooked On Swing, The Album",Jazz,1982,Vinyl (LP),
K-Tel (NA591),Don't Get Around Much Any More,The Kings Of Swing Orchestra,"Hooked On Swing, The Album",Jazz,1982,Vinyl (LP),
K-Tel (NA591),I'm Beginning To See The Light,The Kings Of Swing Orchestra,"Hooked On Swing, The Album",Jazz,1982,Vinyl (LP),
K-Tel (NA591),Jersey Bounce,The Kings Of Swing Orchestra,"Hooked On Swing, The Album",Jazz,1982,Vinyl (LP),
K-Tel (NA591),After You've Gone,The Kings Of Swing Orchestra,"Hooked On Swing, The Album",Jazz,1982,Vinyl (LP),
K-Tel (NA591),Elmer's Tune,The Kings Of Swing Orchestra,"Hooked On Swing, The Album",Jazz,1982,Vinyl (LP),
K-Tel (NA591),The Spirit Is Willing,The Kings Of Swing Orchestra,"Hooked On Swing, The Album",Jazz,1982,Vinyl (LP),
K-Tel (NA591),My Lean Baby,The Kings Of Swing Orchestra,"Hooked On Swing, The Album",Jazz,1982,Vinyl (LP),
K-Tel (NA591),Blues In The Night,The Kings Of Swing Orchestra,"Hooked On Swing, The Album",Jazz,1982,Vinyl (LP),
